effective_session,source_signal_date,rebalance_at_open,forced_universe_exit_at_open,buy,sell,held_during_session,target_weights,gross_target,cash_target
2009-06-10,2009-06-09,True,False,FITB,TWX,AIG | FITB | GNW | ODP | XL,AIG:0.1000000000 | FITB:0.1000000000 | GNW:0.1000000000 | ODP:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-06-17,2009-06-16,True,False,HBAN,AIG,FITB | GNW | HBAN | ODP | XL,FITB:0.1000000000 | GNW:0.1000000000 | HBAN:0.1000000000 | ODP:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-07-01,2009-06-30,True,False,LNC,XL,FITB | GNW | HBAN | LNC | ODP,FITB:0.1000000000 | GNW:0.1000000000 | HBAN:0.1000000000 | LNC:0.1000000000 | ODP:0.1000000000,0.5,0.5
2009-07-16,2009-07-15,True,False,THC,HBAN,FITB | GNW | LNC | ODP | THC,FITB:0.1000000000 | GNW:0.1000000000 | LNC:0.1000000000 | ODP:0.1000000000 | THC:0.1000000000,0.5,0.5
2009-07-23,2009-07-22,True,False,SLM,THC,FITB | GNW | LNC | ODP | SLM,FITB:0.1000000000 | GNW:0.1000000000 | LNC:0.1000000000 | ODP:0.1000000000 | SLM:0.1000000000,0.5,0.5
2009-08-06,2009-08-05,True,False,AIG,LNC,AIG | FITB | GNW | ODP | SLM,AIG:0.1000000000 | FITB:0.1000000000 | GNW:0.1000000000 | ODP:0.1000000000 | SLM:0.1000000000,0.5,0.5
2009-08-13,2009-08-12,True,False,AKS,FITB,AIG | AKS | GNW | ODP | SLM,AIG:0.1000000000 | AKS:0.1000000000 | GNW:0.1000000000 | ODP:0.1000000000 | SLM:0.1000000000,0.5,0.5
2009-08-20,2009-08-19,True,False,AES | LM,GNW | ODP,AES | AIG | AKS | LM | SLM,AES:0.1000000000 | AIG:0.1000000000 | AKS:0.1000000000 | LM:0.1000000000 | SLM:0.1000000000,0.5,0.5
2009-08-27,2009-08-26,True,False,XL,AES,AIG | AKS | LM | SLM | XL,AIG:0.1000000000 | AKS:0.1000000000 | LM:0.1000000000 | SLM:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-09-03,2009-09-02,True,False,FITB | WYNN,AKS | LM,AIG | FITB | SLM | WYNN | XL,AIG:0.1000000000 | FITB:0.1000000000 | SLM:0.1000000000 | WYNN:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-09-11,2009-09-10,True,False,LEN | MAS | WM,FITB | SLM | XL,AIG | LEN | MAS | WM | WYNN,AIG:0.1000000000 | LEN:0.1000000000 | MAS:0.1000000000 | WM:0.1000000000 | WYNN:0.1000000000,0.5,0.5
2009-09-25,2009-09-24,True,False,HIG,MAS,AIG | HIG | LEN | WM | WYNN,AIG:0.1000000000 | HIG:0.1000000000 | LEN:0.1000000000 | WM:0.1000000000 | WYNN:0.1000000000,0.5,0.5
2009-10-09,2009-10-08,True,False,,,AIG | HIG | LEN | WM | WYNN,AIG:0.2000000000 | HIG:0.2000000000 | LEN:0.2000000000 | WM:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2009-10-16,2009-10-15,True,False,GNW,LEN,AIG | GNW | HIG | WM | WYNN,AIG:0.2000000000 | GNW:0.2000000000 | HIG:0.2000000000 | WM:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2009-10-23,2009-10-22,True,False,MI,WYNN,AIG | GNW | HIG | MI | WM,AIG:0.2000000000 | GNW:0.2000000000 | HIG:0.2000000000 | MI:0.2000000000 | WM:0.2000000000,1.0,0.0
2009-10-30,2009-10-29,True,False,MBI,MI,AIG | GNW | HIG | MBI | WM,AIG:0.2000000000 | GNW:0.2000000000 | HIG:0.2000000000 | MBI:0.2000000000 | WM:0.2000000000,1.0,0.0
2009-11-06,2009-11-05,True,False,AMD | THC,MBI | WM,AIG | AMD | GNW | HIG | THC,AIG:0.2000000000 | AMD:0.2000000000 | GNW:0.2000000000 | HIG:0.2000000000 | THC:0.2000000000,1.0,0.0
2009-11-13,2009-11-12,True,False,ODP,THC,AIG | AMD | GNW | HIG | ODP,AIG:0.2000000000 | AMD:0.2000000000 | GNW:0.2000000000 | HIG:0.2000000000 | ODP:0.2000000000,1.0,0.0
2009-11-20,2009-11-19,True,False,LXK,AIG,AMD | GNW | HIG | LXK | ODP,AMD:0.2000000000 | GNW:0.2000000000 | HIG:0.2000000000 | LXK:0.2000000000 | ODP:0.2000000000,1.0,0.0
2009-11-30,2009-11-27,True,False,AMZN | FSLR | JBL | PXD,AMD | GNW | HIG | ODP,AMZN | FSLR | JBL | LXK | PXD,AMZN:0.2000000000 | FSLR:0.2000000000 | JBL:0.2000000000 | LXK:0.2000000000 | PXD:0.2000000000,1.0,0.0
2009-12-07,2009-12-04,True,False,HAR,FSLR,AMZN | HAR | JBL | LXK | PXD,AMZN:0.2000000000 | HAR:0.2000000000 | JBL:0.2000000000 | LXK:0.2000000000 | PXD:0.2000000000,1.0,0.0
2009-12-21,2009-12-18,True,False,AMD | RX | SLM,HAR | JBL | PXD,AMD | AMZN | LXK | RX | SLM,AMD:0.2000000000 | AMZN:0.2000000000 | LXK:0.2000000000 | RX:0.2000000000 | SLM:0.2000000000,1.0,0.0
2009-12-29,2009-12-28,True,False,CLF | MEE,AMD | LXK,AMZN | CLF | MEE | RX | SLM,AMZN:0.2000000000 | CLF:0.2000000000 | MEE:0.2000000000 | RX:0.2000000000 | SLM:0.2000000000,1.0,0.0
2010-01-13,2010-01-12,True,False,AMD,MEE,AMD | AMZN | CLF | RX | SLM,AMD:0.2000000000 | AMZN:0.2000000000 | CLF:0.2000000000 | RX:0.2000000000 | SLM:0.2000000000,1.0,0.0
2010-01-21,2010-01-20,True,False,BDK | CVH,CLF | RX,AMD | AMZN | BDK | CVH | SLM,AMD:0.2000000000 | AMZN:0.2000000000 | BDK:0.2000000000 | CVH:0.2000000000 | SLM:0.2000000000,1.0,0.0
2010-01-28,2010-01-27,True,False,ATI | MEE | X,AMZN | CVH | SLM,AMD | ATI | BDK | MEE | X,AMD:0.2000000000 | ATI:0.2000000000 | BDK:0.2000000000 | MEE:0.2000000000 | X:0.2000000000,1.0,0.0
2010-02-04,2010-02-03,True,False,NYT,BDK,AMD | ATI | MEE | NYT | X,AMD:0.2000000000 | ATI:0.2000000000 | MEE:0.2000000000 | NYT:0.2000000000 | X:0.2000000000,1.0,0.0
2010-02-19,2010-02-18,True,False,SNDK,MEE,AMD | ATI | NYT | SNDK | X,AMD:0.2000000000 | ATI:0.2000000000 | NYT:0.2000000000 | SNDK:0.2000000000 | X:0.2000000000,1.0,0.0
2010-02-26,2010-02-25,True,False,MU | ZION,AMD | X,ATI | MU | NYT | SNDK | ZION,ATI:0.2000000000 | MU:0.2000000000 | NYT:0.2000000000 | SNDK:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-03-05,2010-03-04,True,False,GNW,MU,ATI | GNW | NYT | SNDK | ZION,ATI:0.2000000000 | GNW:0.2000000000 | NYT:0.2000000000 | SNDK:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-03-12,2010-03-11,True,False,ARG | LEN,ATI | SNDK,ARG | GNW | LEN | NYT | ZION,ARG:0.2000000000 | GNW:0.2000000000 | LEN:0.2000000000 | NYT:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-03-19,2010-03-18,True,False,DHI,NYT,ARG | DHI | GNW | LEN | ZION,ARG:0.2000000000 | DHI:0.2000000000 | GNW:0.2000000000 | LEN:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-03-26,2010-03-25,True,False,SII,DHI,ARG | GNW | LEN | SII | ZION,ARG:0.2000000000 | GNW:0.2000000000 | LEN:0.2000000000 | SII:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-04-12,2010-04-09,True,False,AIG,LEN,AIG | ARG | GNW | SII | ZION,AIG:0.2000000000 | ARG:0.2000000000 | GNW:0.2000000000 | SII:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-04-19,2010-04-16,True,False,ANF | HBAN,AIG | GNW,ANF | ARG | HBAN | SII | ZION,ANF:0.2000000000 | ARG:0.2000000000 | HBAN:0.2000000000 | SII:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-04-26,2010-04-23,True,False,CLF,HBAN,ANF | ARG | CLF | SII | ZION,ANF:0.2000000000 | ARG:0.2000000000 | CLF:0.2000000000 | SII:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-05-03,2010-04-30,True,False,X,ZION,ANF | ARG | CLF | SII | X,ANF:0.2000000000 | ARG:0.2000000000 | CLF:0.2000000000 | SII:0.2000000000 | X:0.2000000000,1.0,0.0
2010-05-10,2010-05-07,True,False,AIG,ARG,AIG | ANF | CLF | SII | X,AIG:0.2000000000 | ANF:0.2000000000 | CLF:0.2000000000 | SII:0.2000000000 | X:0.2000000000,1.0,0.0
2010-05-17,2010-05-14,True,False,TIE | ZION,SII | X,AIG | ANF | CLF | TIE | ZION,AIG:0.2000000000 | ANF:0.2000000000 | CLF:0.2000000000 | TIE:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-05-24,2010-05-21,True,False,MI | SNDK,ANF | CLF,AIG | MI | SNDK | TIE | ZION,AIG:0.2000000000 | MI:0.2000000000 | SNDK:0.2000000000 | TIE:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-06-01,2010-05-28,True,False,FSLR | HBAN,SNDK | TIE,AIG | FSLR | HBAN | MI | ZION,AIG:0.2000000000 | FSLR:0.2000000000 | HBAN:0.2000000000 | MI:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-06-08,2010-06-07,True,False,AKAM | S,FSLR | MI,AIG | AKAM | HBAN | S | ZION,AIG:0.2000000000 | AKAM:0.2000000000 | HBAN:0.2000000000 | S:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-06-15,2010-06-14,True,False,SNDK,AIG,AKAM | HBAN | S | SNDK | ZION,AKAM:0.2000000000 | HBAN:0.2000000000 | S:0.2000000000 | SNDK:0.2000000000 | ZION:0.2000000000,1.0,0.0
2010-06-22,2010-06-21,True,False,TLAB,ZION,AKAM | HBAN | S | SNDK | TLAB,AKAM:0.2000000000 | HBAN:0.2000000000 | S:0.2000000000 | SNDK:0.2000000000 | TLAB:0.2000000000,1.0,0.0
2010-07-07,2010-07-06,True,False,CRM | NTAP,HBAN | TLAB,AKAM | CRM | NTAP | S | SNDK,AKAM:0.2000000000 | CRM:0.2000000000 | NTAP:0.2000000000 | S:0.2000000000 | SNDK:0.2000000000,1.0,0.0
2010-08-04,2010-08-03,True,False,ETFC | TIE,CRM | SNDK,AKAM | ETFC | NTAP | S | TIE,AKAM:0.2000000000 | ETFC:0.2000000000 | NTAP:0.2000000000 | S:0.2000000000 | TIE:0.2000000000,1.0,0.0
2010-08-18,2010-08-17,True,False,DF | FSLR,AKAM | S,DF | ETFC | FSLR | NTAP | TIE,DF:0.2000000000 | ETFC:0.2000000000 | FSLR:0.2000000000 | NTAP:0.2000000000 | TIE:0.2000000000,1.0,0.0
2010-08-25,2010-08-24,True,False,JBL,DF,ETFC | FSLR | JBL | NTAP | TIE,ETFC:0.2000000000 | FSLR:0.2000000000 | JBL:0.2000000000 | NTAP:0.2000000000 | TIE:0.2000000000,1.0,0.0
2010-09-01,2010-08-31,True,False,APC | FTI | HAL,FSLR | JBL | NTAP,APC | ETFC | FTI | HAL | TIE,APC:0.2000000000 | ETFC:0.2000000000 | FTI:0.2000000000 | HAL:0.2000000000 | TIE:0.2000000000,1.0,0.0
2010-09-09,2010-09-08,True,False,FSLR,TIE,APC | ETFC | FSLR | FTI | HAL,APC:0.2000000000 | ETFC:0.2000000000 | FSLR:0.2000000000 | FTI:0.2000000000 | HAL:0.2000000000,1.0,0.0
2010-09-16,2010-09-15,True,False,CF | CTXS,FSLR | HAL,APC | CF | CTXS | ETFC | FTI,APC:0.2000000000 | CF:0.2000000000 | CTXS:0.2000000000 | ETFC:0.2000000000 | FTI:0.2000000000,1.0,0.0
2010-09-30,2010-09-29,True,False,MFE,ETFC,APC | CF | CTXS | FTI | MFE,APC:0.2000000000 | CF:0.2000000000 | CTXS:0.2000000000 | FTI:0.2000000000 | MFE:0.2000000000,1.0,0.0
2010-10-07,2010-10-06,True,False,CLF | CRM,APC | FTI,CF | CLF | CRM | CTXS | MFE,CF:0.2000000000 | CLF:0.2000000000 | CRM:0.2000000000 | CTXS:0.2000000000 | MFE:0.2000000000,1.0,0.0
2010-10-21,2010-10-20,True,False,EXPE,CLF,CF | CRM | CTXS | EXPE | MFE,CF:0.2000000000 | CRM:0.2000000000 | CTXS:0.2000000000 | EXPE:0.2000000000 | MFE:0.2000000000,1.0,0.0
2010-10-28,2010-10-27,True,False,NVDA,CRM,CF | CTXS | EXPE | MFE | NVDA,CF:0.2000000000 | CTXS:0.2000000000 | EXPE:0.2000000000 | MFE:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2010-11-04,2010-11-03,True,False,FCX | JCP,CF | EXPE,CTXS | FCX | JCP | MFE | NVDA,CTXS:0.2000000000 | FCX:0.2000000000 | JCP:0.2000000000 | MFE:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2010-11-11,2010-11-10,True,False,CF | KG,CTXS | NVDA,CF | FCX | JCP | KG | MFE,CF:0.2000000000 | FCX:0.2000000000 | JCP:0.2000000000 | KG:0.2000000000 | MFE:0.2000000000,1.0,0.0
2010-11-18,2010-11-17,True,False,LB,MFE,CF | FCX | JCP | KG | LB,CF:0.2000000000 | FCX:0.2000000000 | JCP:0.2000000000 | KG:0.2000000000 | LB:0.2000000000,1.0,0.0
2010-11-26,2010-11-24,True,False,MEE,LB,CF | FCX | JCP | KG | MEE,CF:0.2000000000 | FCX:0.2000000000 | JCP:0.2000000000 | KG:0.2000000000 | MEE:0.2000000000,1.0,0.0
2010-12-03,2010-12-02,True,False,MWW,FCX,CF | JCP | KG | MEE | MWW,CF:0.2000000000 | JCP:0.2000000000 | KG:0.2000000000 | MEE:0.2000000000 | MWW:0.2000000000,1.0,0.0
2010-12-17,2010-12-16,True,False,ANF,CF,ANF | JCP | KG | MEE | MWW,ANF:0.2000000000 | JCP:0.2000000000 | KG:0.2000000000 | MEE:0.2000000000 | MWW:0.2000000000,1.0,0.0
2010-12-20,2010-12-16,False,True,,KG,ANF | JCP | MEE | MWW,ANF:0.2000000000 | JCP:0.2000000000 | MEE:0.2000000000 | MWW:0.2000000000,0.8,0.2
2010-12-27,2010-12-23,True,False,FFIV,,ANF | FFIV | JCP | MEE | MWW,ANF:0.2000000000 | FFIV:0.2000000000 | JCP:0.2000000000 | MEE:0.2000000000 | MWW:0.2000000000,1.0,0.0
2011-01-03,2010-12-31,True,False,HAR,JCP,ANF | FFIV | HAR | MEE | MWW,ANF:0.2000000000 | FFIV:0.2000000000 | HAR:0.2000000000 | MEE:0.2000000000 | MWW:0.2000000000,1.0,0.0
2011-01-18,2011-01-14,True,False,THC,ANF,FFIV | HAR | MEE | MWW | THC,FFIV:0.2000000000 | HAR:0.2000000000 | MEE:0.2000000000 | MWW:0.2000000000 | THC:0.2000000000,1.0,0.0
2011-02-01,2011-01-31,True,False,AIG | X,FFIV | MEE,AIG | HAR | MWW | THC | X,AIG:0.2000000000 | HAR:0.2000000000 | MWW:0.2000000000 | THC:0.2000000000 | X:0.2000000000,1.0,0.0
2011-02-08,2011-02-07,True,False,MMI | NVDA,HAR | X,AIG | MMI | MWW | NVDA | THC,AIG:0.2000000000 | MMI:0.2000000000 | MWW:0.2000000000 | NVDA:0.2000000000 | THC:0.2000000000,1.0,0.0
2011-02-15,2011-02-14,True,False,DF,MWW,AIG | DF | MMI | NVDA | THC,AIG:0.2000000000 | DF:0.2000000000 | MMI:0.2000000000 | NVDA:0.2000000000 | THC:0.2000000000,1.0,0.0
2011-02-23,2011-02-22,True,False,MI,AIG,DF | MI | MMI | NVDA | THC,DF:0.2000000000 | MI:0.2000000000 | MMI:0.2000000000 | NVDA:0.2000000000 | THC:0.2000000000,1.0,0.0
2011-03-16,2011-03-15,True,False,BIG | ISRG | MU,DF | MI | THC,BIG | ISRG | MMI | MU | NVDA,BIG:0.2000000000 | ISRG:0.2000000000 | MMI:0.2000000000 | MU:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2011-03-23,2011-03-22,True,False,TER,ISRG,BIG | MMI | MU | NVDA | TER,BIG:0.2000000000 | MMI:0.2000000000 | MU:0.2000000000 | NVDA:0.2000000000 | TER:0.2000000000,1.0,0.0
2011-04-06,2011-04-05,True,False,NVLS,MMI,BIG | MU | NVDA | NVLS | TER,BIG:0.2000000000 | MU:0.2000000000 | NVDA:0.2000000000 | NVLS:0.2000000000 | TER:0.2000000000,1.0,0.0
2011-04-13,2011-04-12,True,False,CHK | HRB,NVDA | NVLS,BIG | CHK | HRB | MU | TER,BIG:0.2000000000 | CHK:0.2000000000 | HRB:0.2000000000 | MU:0.2000000000 | TER:0.2000000000,1.0,0.0
2011-04-20,2011-04-19,True,False,ES | GT,CHK | MU,BIG | ES | GT | HRB | TER,BIG:0.2000000000 | ES:0.2000000000 | GT:0.2000000000 | HRB:0.2000000000 | TER:0.2000000000,1.0,0.0
2011-04-28,2011-04-27,True,False,NFLX | SVU,ES | GT,BIG | HRB | NFLX | SVU | TER,BIG:0.2000000000 | HRB:0.2000000000 | NFLX:0.2000000000 | SVU:0.2000000000 | TER:0.2000000000,1.0,0.0
2011-05-05,2011-05-04,True,False,CEPH | LB,NFLX | TER,BIG | CEPH | HRB | LB | SVU,BIG:0.2000000000 | CEPH:0.2000000000 | HRB:0.2000000000 | LB:0.2000000000 | SVU:0.2000000000,1.0,0.0
2011-05-12,2011-05-11,True,False,NSM,BIG,CEPH | HRB | LB | NSM | SVU,CEPH:0.2000000000 | HRB:0.2000000000 | LB:0.2000000000 | NSM:0.2000000000 | SVU:0.2000000000,1.0,0.0
2011-05-26,2011-05-25,True,False,WDC,HRB,CEPH | LB | NSM | SVU | WDC,CEPH:0.2000000000 | LB:0.2000000000 | NSM:0.2000000000 | SVU:0.2000000000 | WDC:0.2000000000,1.0,0.0
2011-06-03,2011-06-02,True,False,GT,LB,CEPH | GT | NSM | SVU | WDC,CEPH:0.2000000000 | GT:0.2000000000 | NSM:0.2000000000 | SVU:0.2000000000 | WDC:0.2000000000,1.0,0.0
2011-06-10,2011-06-09,True,False,ANF,WDC,ANF | CEPH | GT | NSM | SVU,ANF:0.2000000000 | CEPH:0.2000000000 | GT:0.2000000000 | NSM:0.2000000000 | SVU:0.2000000000,1.0,0.0
2011-06-17,2011-06-16,True,False,DF,GT,ANF | CEPH | DF | NSM | SVU,ANF:0.2000000000 | CEPH:0.2000000000 | DF:0.2000000000 | NSM:0.2000000000 | SVU:0.2000000000,1.0,0.0
2011-07-01,2011-06-30,True,False,EXPE | S,CEPH | SVU,ANF | DF | EXPE | NSM | S,ANF:0.2000000000 | DF:0.2000000000 | EXPE:0.2000000000 | NSM:0.2000000000 | S:0.2000000000,1.0,0.0
2011-07-11,2011-07-08,True,False,FFIV | PLD,ANF | NSM,DF | EXPE | FFIV | PLD | S,DF:0.2000000000 | EXPE:0.2000000000 | FFIV:0.2000000000 | PLD:0.2000000000 | S:0.2000000000,1.0,0.0
2011-07-18,2011-07-15,True,False,CF | COG,FFIV | S,CF | COG | DF | EXPE | PLD,CF:0.2000000000 | COG:0.2000000000 | DF:0.2000000000 | EXPE:0.2000000000 | PLD:0.2000000000,1.0,0.0
2011-07-25,2011-07-22,True,False,M,CF,COG | DF | EXPE | M | PLD,COG:0.2000000000 | DF:0.2000000000 | EXPE:0.2000000000 | M:0.2000000000 | PLD:0.2000000000,1.0,0.0
2011-08-01,2011-07-29,True,False,MA,DF,COG | EXPE | M | MA | PLD,COG:0.2000000000 | EXPE:0.2000000000 | M:0.2000000000 | MA:0.2000000000 | PLD:0.2000000000,1.0,0.0
2011-08-08,2011-08-05,True,False,NFLX,M,COG | EXPE | MA | NFLX | PLD,COG:0.2000000000 | EXPE:0.2000000000 | MA:0.2000000000 | NFLX:0.2000000000 | PLD:0.2000000000,1.0,0.0
2011-08-22,2011-08-19,True,False,HAL | HP | NOV,EXPE | MA | NFLX,COG | HAL | HP | NOV | PLD,COG:0.2000000000 | HAL:0.2000000000 | HP:0.2000000000 | NOV:0.2000000000 | PLD:0.2000000000,1.0,0.0
2011-08-29,2011-08-26,True,False,RRC,HAL,COG | HP | NOV | PLD | RRC,COG:0.2000000000 | HP:0.2000000000 | NOV:0.2000000000 | PLD:0.2000000000 | RRC:0.2000000000,1.0,0.0
2011-09-06,2011-09-02,True,False,CAM | LXK | MA,HP | NOV | PLD,CAM | COG | LXK | MA | RRC,CAM:0.2000000000 | COG:0.2000000000 | LXK:0.2000000000 | MA:0.2000000000 | RRC:0.2000000000,1.0,0.0
2011-09-20,2011-09-19,True,False,MMI,CAM,COG | LXK | MA | MMI | RRC,COG:0.2000000000 | LXK:0.2000000000 | MA:0.2000000000 | MMI:0.2000000000 | RRC:0.2000000000,1.0,0.0
2011-10-04,2011-10-03,True,False,,,COG | LXK | MA | MMI | RRC,COG:0.1000000000 | LXK:0.1000000000 | MA:0.1000000000 | MMI:0.1000000000 | RRC:0.1000000000,0.5,0.5
2011-10-11,2011-10-10,True,False,,,COG | LXK | MA | MMI | RRC,COG:0.2000000000 | LXK:0.2000000000 | MA:0.2000000000 | MMI:0.2000000000 | RRC:0.2000000000,1.0,0.0
2011-10-18,2011-10-17,True,False,AMD | CF,COG | RRC,AMD | CF | LXK | MA | MMI,AMD:0.2000000000 | CF:0.2000000000 | LXK:0.2000000000 | MA:0.2000000000 | MMI:0.2000000000,1.0,0.0
2011-10-25,2011-10-24,True,False,CERN | GR | RL,AMD | CF | LXK,CERN | GR | MA | MMI | RL,CERN:0.2000000000 | GR:0.2000000000 | MA:0.2000000000 | MMI:0.2000000000 | RL:0.2000000000,1.0,0.0
2011-11-01,2011-10-31,True,False,TLAB,RL,CERN | GR | MA | MMI | TLAB,CERN:0.2000000000 | GR:0.2000000000 | MA:0.2000000000 | MMI:0.2000000000 | TLAB:0.2000000000,1.0,0.0
2011-11-08,2011-11-07,True,False,JBL | JWN | RL,CERN | MA | TLAB,GR | JBL | JWN | MMI | RL,GR:0.2000000000 | JBL:0.2000000000 | JWN:0.2000000000 | MMI:0.2000000000 | RL:0.2000000000,1.0,0.0
2011-11-15,2011-11-14,True,False,NVDA | SNDK,MMI | RL,GR | JBL | JWN | NVDA | SNDK,GR:0.2000000000 | JBL:0.2000000000 | JWN:0.2000000000 | NVDA:0.2000000000 | SNDK:0.2000000000,1.0,0.0
2011-11-22,2011-11-21,True,False,HAR | PHM | SHLD,GR | JWN | NVDA,HAR | JBL | PHM | SHLD | SNDK,HAR:0.2000000000 | JBL:0.2000000000 | PHM:0.2000000000 | SHLD:0.2000000000 | SNDK:0.2000000000,1.0,0.0
2011-11-30,2011-11-29,True,False,FFIV,PHM,FFIV | HAR | JBL | SHLD | SNDK,FFIV:0.2000000000 | HAR:0.2000000000 | JBL:0.2000000000 | SHLD:0.2000000000 | SNDK:0.2000000000,1.0,0.0
2011-12-07,2011-12-06,True,False,AKAM,JBL,AKAM | FFIV | HAR | SHLD | SNDK,AKAM:0.2000000000 | FFIV:0.2000000000 | HAR:0.2000000000 | SHLD:0.2000000000 | SNDK:0.2000000000,1.0,0.0
2011-12-14,2011-12-13,True,False,PHM,SNDK,AKAM | FFIV | HAR | PHM | SHLD,AKAM:0.2000000000 | FFIV:0.2000000000 | HAR:0.2000000000 | PHM:0.2000000000 | SHLD:0.2000000000,1.0,0.0
2011-12-21,2011-12-20,True,False,GT,SHLD,AKAM | FFIV | GT | HAR | PHM,AKAM:0.2000000000 | FFIV:0.2000000000 | GT:0.2000000000 | HAR:0.2000000000 | PHM:0.2000000000,1.0,0.0
2012-01-06,2012-01-05,True,False,DNR,AKAM,DNR | FFIV | GT | HAR | PHM,DNR:0.2000000000 | FFIV:0.2000000000 | GT:0.2000000000 | HAR:0.2000000000 | PHM:0.2000000000,1.0,0.0
2012-01-13,2012-01-12,True,False,HP | PXD,DNR | HAR,FFIV | GT | HP | PHM | PXD,FFIV:0.2000000000 | GT:0.2000000000 | HP:0.2000000000 | PHM:0.2000000000 | PXD:0.2000000000,1.0,0.0
2012-01-23,2012-01-20,True,False,VMC | WDC,GT | PXD,FFIV | HP | PHM | VMC | WDC,FFIV:0.2000000000 | HP:0.2000000000 | PHM:0.2000000000 | VMC:0.2000000000 | WDC:0.2000000000,1.0,0.0
2012-01-30,2012-01-27,True,False,AKAM | TRIP | X,FFIV | HP | WDC,AKAM | PHM | TRIP | VMC | X,AKAM:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000 | VMC:0.2000000000 | X:0.2000000000,1.0,0.0
2012-02-06,2012-02-03,True,False,MU,X,AKAM | MU | PHM | TRIP | VMC,AKAM:0.2000000000 | MU:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000 | VMC:0.2000000000,1.0,0.0
2012-02-13,2012-02-10,True,False,JEF,AKAM,JEF | MU | PHM | TRIP | VMC,JEF:0.2000000000 | MU:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000 | VMC:0.2000000000,1.0,0.0
2012-02-21,2012-02-17,True,False,MAS,MU,JEF | MAS | PHM | TRIP | VMC,JEF:0.2000000000 | MAS:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000 | VMC:0.2000000000,1.0,0.0
2012-02-28,2012-02-27,True,False,NFLX,VMC,JEF | MAS | NFLX | PHM | TRIP,JEF:0.2000000000 | MAS:0.2000000000 | NFLX:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000,1.0,0.0
2012-03-06,2012-03-05,True,False,MS,PHM,JEF | MAS | MS | NFLX | TRIP,JEF:0.2000000000 | MAS:0.2000000000 | MS:0.2000000000 | NFLX:0.2000000000 | TRIP:0.2000000000,1.0,0.0
2012-03-13,2012-03-12,True,False,BAC | PHM,JEF | MS,BAC | MAS | NFLX | PHM | TRIP,BAC:0.2000000000 | MAS:0.2000000000 | NFLX:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000,1.0,0.0
2012-03-20,2012-03-19,True,False,ES,MAS,BAC | ES | NFLX | PHM | TRIP,BAC:0.2000000000 | ES:0.2000000000 | NFLX:0.2000000000 | PHM:0.2000000000 | TRIP:0.2000000000,1.0,0.0
2012-03-27,2012-03-26,True,False,SHLD,TRIP,BAC | ES | NFLX | PHM | SHLD,BAC:0.2000000000 | ES:0.2000000000 | NFLX:0.2000000000 | PHM:0.2000000000 | SHLD:0.2000000000,1.0,0.0
2012-04-03,2012-04-02,True,False,RF | WHR,ES | PHM,BAC | NFLX | RF | SHLD | WHR,BAC:0.2000000000 | NFLX:0.2000000000 | RF:0.2000000000 | SHLD:0.2000000000 | WHR:0.2000000000,1.0,0.0
2012-04-11,2012-04-10,True,False,FOSL | GNW | VLO,BAC | NFLX | RF,FOSL | GNW | SHLD | VLO | WHR,FOSL:0.2000000000 | GNW:0.2000000000 | SHLD:0.2000000000 | VLO:0.2000000000 | WHR:0.2000000000,1.0,0.0
2012-04-18,2012-04-17,True,False,BAC | ES,GNW | VLO,BAC | ES | FOSL | SHLD | WHR,BAC:0.2000000000 | ES:0.2000000000 | FOSL:0.2000000000 | SHLD:0.2000000000 | WHR:0.2000000000,1.0,0.0
2012-05-09,2012-05-08,True,False,CRM | RHT,ES | WHR,BAC | CRM | FOSL | RHT | SHLD,BAC:0.2000000000 | CRM:0.2000000000 | FOSL:0.2000000000 | RHT:0.2000000000 | SHLD:0.2000000000,1.0,0.0
